#             R [au]           V(R) [eV]         s10(R) [eV]         s21(R) [eV]         s45(R) [eV]         s97(R) [eV]        s206(R) [eV]        s440(R) [eV]        s938(R) [eV]       s2000(R) [eV]
    9.776677667767E0  -5.313045103253E-3  -7.892385416230E-3  -5.312881480180E-3  -5.313037049193E-3  -5.313041115026E-3  -5.313044905951E-3  -5.313045097366E-3  -5.313045102833E-3  -5.313045103252E-3
    9.777777777778E0  -5.306307685186E-3  -7.893638564286E-3  -5.306154084780E-3  -5.306298822674E-3  -5.306303756306E-3  -5.306307492604E-3  -5.306307678135E-3  -5.306307684865E-3  -5.306307685179E-3
    9.778877887789E0  -5.299578810215E-3  -7.894856902744E-3  -5.299435026663E-3  -5.299569112636E-3  -5.299574946210E-3  -5.299578623609E-3  -5.299578802170E-3  -5.299578810025E-3  -5.299578810196E-3
    9.779977997800E0  -5.292858467511E-3  -7.896040487833E-3  -5.292724291566E-3  -5.292847909422E-3  -5.292854673757E-3  -5.292858288070E-3  -5.292858458691E-3  -5.292858467443E-3  -5.292858467489E-3
    9.781078107811E0  -5.286146646254E-3  -7.897189375781E-3  -5.286021865224E-3  -5.286135203378E-3  -5.286142927962E-3  -5.286146475094E-3  -5.286146636918E-3  -5.286146646252E-3  -5.286146646242E-3
    9.782178217822E0  -5.279443335641E-3  -7.898303622816E-3  -5.279327733376E-3  -5.279430984848E-3  -5.279439697844E-3  -5.279443173787E-3  -5.279443326073E-3  -5.279443335600E-3  -5.279443335640E-3
    9.783278327833E0  -5.272748524881E-3  -7.899383285165E-3  -5.272641881757E-3  -5.272735244177E-3  -5.272744972418E-3  -5.272748373254E-3  -5.272748515375E-3  -5.272748524729E-3  -5.272748524875E-3
    9.784378437844E0  -5.266062203200E-3  -7.900428419057E-3  -5.265964296103E-3  -5.266047971709E-3  -5.266058740702E-3  -5.266062062602E-3  -5.266062194045E-3  -5.266062202916E-3  -5.266062203181E-3
    9.785478547855E0  -5.259384359832E-3  -7.901439080719E-3  -5.259294962151E-3  -5.259369157789E-3  -5.259380991713E-3  -5.259384230936E-3  -5.259384351304E-3  -5.259384359440E-3  -5.259384359811E-3
    9.786578657866E0  -5.252714984030E-3  -7.902415326381E-3  -5.252633865637E-3  -5.252698792761E-3  -5.252711714467E-3  -5.252714867362E-3  -5.252714976373E-3  -5.252714983578E-3  -5.252714984019E-3
    9.787678767877E0  -5.246054065058E-3  -7.903357212269E-3  -5.245980992298E-3  -5.246036866970E-3  -5.246050897981E-3  -5.246053960986E-3  -5.246054058471E-3  -5.246054064608E-3  -5.246054065058E-3
    9.788778877888E0  -5.239401592194E-3  -7.904264794612E-3  -5.239336327870E-3  -5.239383370760E-3  -5.239398531273E-3  -5.239401500913E-3  -5.239401586820E-3  -5.239401591807E-3  -5.239401592187E-3
    9.789878987899E0  -5.232757554729E-3  -7.905138129638E-3  -5.232699858090E-3  -5.232738294475E-3  -5.232754603359E-3  -5.232757476250E-3  -5.232757550640E-3  -5.232757554453E-3  -5.232757554710E-3
    9.790979097910E0  -5.226121941968E-3  -7.905977273574E-3  -5.226071568694E-3  -5.226101628461E-3  -5.226119103256E-3  -5.226121876103E-3  -5.226121939151E-3  -5.226121941823E-3  -5.226121941947E-3
    9.792079207921E0  -5.219494743231E-3  -7.906782282649E-3  -5.219451445419E-3  -5.219473363061E-3  -5.219492019980E-3  -5.219494689577E-3  -5.219494741574E-3  -5.219494743195E-3  -5.219494743219E-3
    9.793179317932E0  -5.212875947850E-3  -7.907553213091E-3  -5.212839474001E-3  -5.212853488621E-3  -5.212873342550E-3  -5.212875905778E-3  -5.212875947130E-3  -5.212875947847E-3  -5.212875947849E-3
    9.794279427943E0  -5.206265545170E-3  -7.908290121128E-3  -5.206235640176E-3  -5.206241995484E-3  -5.206263059981E-3  -5.206265513812E-3  -5.206265545039E-3  -5.206265545098E-3  -5.206265545164E-3
    9.795379537954E0  -5.199663524551E-3  -7.908993062988E-3  -5.199639929680E-3  -5.199638873996E-3  -5.199661161291E-3  -5.199663502785E-3  -5.199663524524E-3  -5.199663524357E-3  -5.199663524532E-3
    9.796479647965E0  -5.193069875365E-3  -7.909662094898E-3  -5.193052328252E-3  -5.193044114500E-3  -5.193067635497E-3  -5.193069861803E-3  -5.193069874926E-3  -5.193069875046E-3  -5.193069875344E-3
    9.797579757976E0  -5.186484587000E-3  -7.910297273087E-3  -5.186472821626E-3  -5.186457707342E-3  -5.186482471614E-3  -5.186484579970E-3  -5.186484585759E-3  -5.186484586587E-3  -5.186484586988E-3
    9.798679867987E0  -5.179907648854E-3  -7.910898653783E-3  -5.179901395539E-3  -5.179879642865E-3  -5.179905658662E-3  -5.179907646395E-3  -5.179907646550E-3  -5.179907648401E-3  -5.179907648853E-3
    9.799779977998E0  -5.173339050341E-3  -7.911466293214E-3  -5.173338035728E-3  -5.173309911415E-3  -5.173337185655E-3  -5.173339050181E-3  -5.173339046828E-3  -5.173339049911E-3  -5.173339050334E-3
    9.800880088009E0  -5.166778780887E-3  -7.912000247607E-3  -5.166782728503E-3  -5.166748503336E-3  -5.166777041611E-3  -5.166778780491E-3  -5.166778776118E-3  -5.166778780537E-3  -5.166778780868E-3
    9.801980198020E0  -5.160226829933E-3  -7.912500573192E-3  -5.160235464418E-3  -5.160195408972E-3  -5.160225215547E-3  -5.160226826899E-3  -5.160226823949E-3  -5.160226829702E-3  -5.160226829911E-3
    9.803080308031E0  -5.153683186931E-3  -7.912967326195E-3  -5.153696235929E-3  -5.153650618667E-3  -5.153681696481E-3  -5.153683179163E-3  -5.153683179849E-3  -5.153683186828E-3  -5.153683186919E-3
    9.804180418042E0  -5.147147841349E-3  -7.913400562845E-3  -5.147165035500E-3  -5.147114122767E-3  -5.147146473427E-3  -5.147147827042E-3  -5.147147833344E-3  -5.147147841336E-3  -5.147147841348E-3
    9.805280528053E0  -5.140620782666E-3  -7.913800339369E-3  -5.140641855596E-3  -5.140585911616E-3  -5.140619535405E-3  -5.140620760296E-3  -5.140620773963E-3  -5.140620782651E-3  -5.140620782660E-3
    9.806380638064E0  -5.134102000377E-3  -7.914166711997E-3  -5.134126688682E-3  -5.134065975558E-3  -5.134100871430E-3  -5.134101968685E-3  -5.134101991232E-3  -5.134102000270E-3  -5.134102000359E-3
    9.807480748075E0  -5.127591483987E-3  -7.914499736955E-3  -5.127619527223E-3  -5.127554304938E-3  -5.127590470519E-3  -5.127591441966E-3  -5.127591474680E-3  -5.127591483754E-3  -5.127591483966E-3
    9.808580858086E0  -5.121089223017E-3  -7.914799470473E-3  -5.121120363683E-3  -5.121050890100E-3  -5.121088321690E-3  -5.121089169901E-3  -5.121089213833E-3  -5.121089222668E-3  -5.121089223006E-3
    9.809680968097E0  -5.114595207001E-3  -7.915065968777E-3  -5.114629190526E-3  -5.114555721390E-3  -5.114594413959E-3  -5.114595142248E-3  -5.114595198220E-3  -5.114595206574E-3  -5.114595207000E-3
    9.810781078108E0  -5.108109425484E-3  -7.915299288096E-3  -5.108146000218E-3  -5.108068789150E-3  -5.108108736343E-3  -5.108109348766E-3  -5.108109417368E-3  -5.108109425038E-3  -5.108109425478E-3
    9.811881188119E0  -5.101631868026E-3  -7.915499484657E-3  -5.101670785223E-3  -5.101590083727E-3  -5.101631277859E-3  -5.101631779216E-3  -5.101631860804E-3  -5.101631867623E-3  -5.101631868008E-3
    9.812981298130E0  -5.095162524202E-3  -7.915666614690E-3  -5.095203538006E-3  -5.095119595463E-3  -5.095162027524E-3  -5.095162423356E-3  -5.095162518055E-3  -5.095162523892E-3  -5.095162524181E-3
    9.814081408141E0  -5.088701383596E-3  -7.915800734421E-3  -5.088744251031E-3  -5.088657314705E-3  -5.088700974355E-3  -5.088701270946E-3  -5.088701378650E-3  -5.088701383411E-3  -5.088701383584E-3
    9.815181518152E0  -5.082248435809E-3  -7.915901900080E-3  -5.082292916763E-3  -5.082203231796E-3  -5.082248107368E-3  -5.082248311745E-3  -5.082248432116E-3  -5.082248435743E-3  -5.082248435808E-3
    9.816281628163E0  -5.075803670453E-3  -7.915970167893E-3  -5.075849527667E-3  -5.075757337081E-3  -5.075803415581E-3  -5.075803535512E-3  -5.075803667980E-3  -5.075803670451E-3  -5.075803670447E-3
    9.817381738174E0  -5.069367077154E-3  -7.916005594089E-3  -5.069414076208E-3  -5.069319620905E-3  -5.069366888010E-3  -5.069366932008E-3  -5.069367075770E-3  -5.069367077116E-3  -5.069367077135E-3
    9.818481848185E0  -5.062938645550E-3  -7.916008234896E-3  -5.062986554849E-3  -5.062890073611E-3  -5.062938513673E-3  -5.062938490990E-3  -5.062938645013E-3  -5.062938645405E-3  -5.062938645530E-3
    9.819581958196E0  -5.056518365296E-3  -7.915978146542E-3  -5.056566956056E-3  -5.056468685545E-3  -5.056518281586E-3  -5.056518202219E-3  -5.056518365237E-3  -5.056518365025E-3  -5.056518365284E-3
    9.820682068207E0  -5.050106226054E-3  -7.915915385254E-3  -5.050155272294E-3  -5.050055447051E-3  -5.050106180766E-3  -5.050106055454E-3  -5.050106225978E-3  -5.050106225679E-3  -5.050106226053E-3
    9.821782178218E0  -5.043702217504E-3  -7.915820007262E-3  -5.043751496027E-3  -5.043650348473E-3  -5.043702200230E-3  -5.043702040455E-3  -5.043702216932E-3  -5.043702217070E-3  -5.043702217498E-3
    9.822882288229E0  -5.037306329337E-3  -7.915692068792E-3  -5.037355619720E-3  -5.037253380156E-3  -5.037306328994E-3  -5.037306146980E-3  -5.037306327920E-3  -5.037306328905E-3  -5.037306329320E-3
    9.823982398240E0  -5.030918551258E-3  -7.915531626074E-3  -5.030967635837E-3  -5.030864532445E-3  -5.030918556283E-3  -5.030918364790E-3  -5.030918548767E-3  -5.030918550886E-3  -5.030918551238E-3
    9.825082508251E0  -5.024538872985E-3  -7.915338735334E-3  -5.024587536843E-3  -5.024483795684E-3  -5.024538872223E-3  -5.024538683643E-3  -5.024538869300E-3  -5.024538872718E-3  -5.024538872973E-3
    9.826182618262E0  -5.018167284247E-3  -7.915113452801E-3  -5.018215315203E-3  -5.018111160217E-3  -5.018167267191E-3  -5.018167093299E-3  -5.018167279344E-3  -5.018167284105E-3  -5.018167284246E-3
    9.827282728273E0  -5.011803774788E-3  -7.914855834703E-3  -5.011850963382E-3  -5.011746616389E-3  -5.011803731562E-3  -5.011803583517E-3  -5.011803768724E-3  -5.011803774752E-3  -5.011803774782E-3
    9.828382838284E0  -5.005448334365E-3  -7.914565937268E-3  -5.005494473843E-3  -5.005390154545E-3  -5.005448255712E-3  -5.005448144056E-3  -5.005448327268E-3  -5.005448334363E-3  -5.005448334347E-3
    9.829482948295E0  -4.999100952748E-3  -7.914243816724E-3  -4.999145839052E-3  -4.999041765028E-3  -4.999100830019E-3  -4.999100764677E-3  -4.999100944799E-3  -4.999100952681E-3  -4.999100952727E-3
    9.830583058306E0  -4.992761619719E-3  -7.913889529299E-3  -4.992805051474E-3  -4.992701438184E-3  -4.992761444857E-3  -4.992761435138E-3  -4.992761611145E-3  -4.992761619535E-3  -4.992761619708E-3
    9.831683168317E0  -4.986430325073E-3  -7.913503131220E-3  -4.986472103573E-3  -4.986369164358E-3  -4.986430090603E-3  -4.986430145199E-3  -4.986430316130E-3  -4.986430324769E-3  -4.986430325073E-3
    9.832783278328E0  -4.980107058620E-3  -7.913084678717E-3  -4.980146987814E-3  -4.980044933893E-3  -4.980106757633E-3  -4.980106884618E-3  -4.980107049580E-3  -4.980107058225E-3  -4.980107058614E-3
    9.833883388339E0  -4.973791810180E-3  -7.912634228016E-3  -4.973829696661E-3  -4.973728737133E-3  -4.973791436323E-3  -4.973791643157E-3  -4.973791801322E-3  -4.973791809746E-3  -4.973791810162E-3
    9.834983498350E0  -4.967484569588E-3  -7.912151835347E-3  -4.967520222579E-3  -4.967420564425E-3  -4.967484117049E-3  -4.967484410573E-3  -4.967484561180E-3  -4.967484569174E-3  -4.967484569567E-3
    9.836083608361E0  -4.961185326690E-3  -7.911637556936E-3  -4.961218558033E-3  -4.961120406111E-3  -4.961184790187E-3  -4.961185176626E-3  -4.961185318981E-3  -4.961185326353E-3  -4.961185326679E-3
    9.837183718372E0  -4.954894071347E-3  -7.911091449013E-3  -4.954924695488E-3  -4.954828252537E-3  -4.954893446114E-3  -4.954893931076E-3  -4.954894064550E-3  -4.954894071124E-3  -4.954894071347E-3
    9.838283828383E0  -4.948610793432E-3  -7.910513567804E-3  -4.948638627407E-3  -4.948544094048E-3  -4.948610075205E-3  -4.948610663682E-3  -4.948610787713E-3  -4.948610793331E-3  -4.948610793426E-3
    9.839383938394E0  -4.942335482830E-3  -7.909903969539E-3  -4.942360346256E-3  -4.942267920986E-3  -4.942334667837E-3  -4.942335364203E-3  -4.942335478295E-3  -4.942335482817E-3  -4.942335482813E-3
    9.840484048405E0  -4.936068129440E-3  -7.909262710444E-3  -4.936089844500E-3  -4.935999723698E-3  -4.936067214384E-3  -4.936068022399E-3  -4.936068126123E-3  -4.936068129426E-3  -4.936068129420E-3
    9.841584158416E0  -4.929808723173E-3  -7.908589846748E-3  -4.929827114603E-3  -4.929739492528E-3  -4.929807705225E-3  -4.929808628029E-3  -4.929808721022E-3  -4.929808723072E-3  -4.929808723162E-3
    9.842684268427E0  -4.923557253954E-3  -7.907885434679E-3  -4.923572149030E-3  -4.923487217819E-3  -4.923556130734E-3  -4.923557170853E-3  -4.923557252818E-3  -4.923557253732E-3  -4.923557253953E-3
    9.843784378438E0  -4.917313711719E-3  -7.907149530465E-3  -4.917324940245E-3  -4.917242889918E-3  -4.917312481288E-3  -4.917313640629E-3  -4.917313711336E-3  -4.917313711384E-3  -4.917313711713E-3
    9.844884488449E0  -4.911078086417E-3  -7.906382190335E-3  -4.911085480713E-3  -4.911006499167E-3  -4.911076747263E-3  -4.911078027117E-3  -4.911078086402E-3  -4.911078086008E-3  -4.911078086400E-3
    9.845984598460E0  -4.904850368012E-3  -7.905583470515E-3  -4.904853762899E-3  -4.904778035912E-3  -4.904848919035E-3  -4.904850320077E-3  -4.904850367867E-3  -4.904850367584E-3  -4.904850367992E-3
    9.847084708471E0  -4.898630546478E-3  -7.904753427234E-3  -4.898629779268E-3  -4.898557490497E-3  -4.898628986979E-3  -4.898630509268E-3  -4.898630545764E-3  -4.898630546089E-3  -4.898630546467E-3
    9.848184818482E0  -4.892418611803E-3  -7.903892116720E-3  -4.892413522283E-3  -4.892344853267E-3  -4.892416941473E-3  -4.892418584449E-3  -4.892418610208E-3  -4.892418611505E-3  -4.892418611803E-3
    9.849284928493E0  -4.886214553988E-3  -7.902999595201E-3  -4.886204984411E-3  -4.886140114566E-3  -4.886212772892E-3  -4.886214535380E-3  -4.886214551315E-3  -4.886214553809E-3  -4.886214553982E-3
    9.850385038504E0  -4.880018363046E-3  -7.902075918905E-3  -4.880004158115E-3  -4.879943264739E-3  -4.880016471612E-3  -4.880018351820E-3  -4.880018359201E-3  -4.880018362981E-3  -4.880018363028E-3
    9.851485148515E0  -4.873830029002E-3  -7.901121144060E-3  -4.873811035860E-3  -4.873754294130E-3  -4.873828028009E-3  -4.873830023529E-3  -4.873830023980E-3  -4.873830029000E-3  -4.873830028982E-3
    9.852585258526E0  -4.867649541895E-3  -7.900135326895E-3  -4.867625610111E-3  -4.867573193083E-3  -4.867647432460E-3  -4.867649540265E-3  -4.867649535767E-3  -4.867649541860E-3  -4.867649541884E-3
    9.853685368537E0  -4.861476891777E-3  -7.899118523636E-3  -4.861447873332E-3  -4.861399951944E-3  -4.861474675340E-3  -4.861476891788E-3  -4.861476884680E-3  -4.861476891639E-3  -4.861476891776E-3
    9.854785478548E0  -4.855312068710E-3  -7.898070790512E-3  -4.855277817988E-3  -4.855234561057E-3  -4.855309747026E-3  -4.855312067968E-3  -4.855312060832E-3  -4.855312068452E-3  -4.855312068705E-3
    9.855885588559E0  -4.849155062772E-3  -7.896992183751E-3  -4.849115436544E-3  -4.849077010766E-3  -4.849152637894E-3  -4.849155059084E-3  -4.849155054340E-3  -4.849155062413E-3  -4.849155062755E-3
    9.856985698570E0  -4.843005864051E-3  -7.895882759581E-3  -4.842960721465E-3  -4.842927291415E-3  -4.843003338319E-3  -4.843005855508E-3  -4.843005855318E-3  -4.843005863635E-3  -4.843005864031E-3
    9.858085808581E0  -4.836864462649E-3  -7.894742574231E-3  -4.836813665215E-3  -4.836785393350E-3  -4.836861838678E-3  -4.836864447615E-3  -4.836864453882E-3  -4.836864462233E-3  -4.836864462637E-3
    9.859185918592E0  -4.830730848679E-3  -7.893571683927E-3  -4.830674260258E-3  -4.830651306915E-3  -4.830728129347E-3  -4.830730825778E-3  -4.830730840148E-3  -4.830730848320E-3  -4.830730848678E-3
    9.860286028603E0  -4.824605012268E-3  -7.892370144898E-3  -4.824542499060E-3  -4.824525022453E-3  -4.824602200701E-3  -4.824604980371E-3  -4.824605004231E-3  -4.824605012010E-3  -4.824605012262E-3
    9.861386138614E0  -4.818486943555E-3  -7.891138013373E-3  -4.818418374085E-3  -4.818406530311E-3  -4.818484043118E-3  -4.818486901769E-3  -4.818486936247E-3  -4.818486943418E-3  -4.818486943538E-3
    9.862486248625E0  -4.812376632692E-3  -7.889875345578E-3  -4.812301877798E-3  -4.812295820832E-3  -4.812373646973E-3  -4.812376580343E-3  -4.812376626310E-3  -4.812376632657E-3  -4.812376632672E-3
    9.863586358636E0  -4.806274069843E-3  -7.888582197743E-3  -4.806193002664E-3  -4.806192884361E-3  -4.806271002642E-3  -4.806274006469E-3  -4.806274064537E-3  -4.806274069841E-3  -4.806274069832E-3
    9.864686468647E0  -4.800179245184E-3  -7.887258626094E-3  -4.800091741146E-3  -4.800097711242E-3  -4.800176100501E-3  -4.800179170520E-3  -4.800179241042E-3  -4.800179245120E-3  -4.800179245183E-3
    9.865786578658E0  -4.794092148904E-3  -7.885904686861E-3  -4.793998085710E-3  -4.794010291819E-3  -4.794088930927E-3  -4.794092062870E-3  -4.794092145942E-3  -4.794092148729E-3  -4.794092148898E-3
    9.866886688669E0  -4.788012771205E-3  -7.884520436270E-3  -4.787912028821E-3  -4.787930616438E-3  -4.788009484295E-3  -4.788012673892E-3  -4.788012769351E-3  -4.788012770914E-3  -4.788012771188E-3
    9.867986798680E0  -4.781941102300E-3  -7.883105930551E-3  -4.781833562943E-3  -4.781858675443E-3  -4.781937750982E-3  -4.781940993960E-3  -4.781941101385E-3  -4.781941101921E-3  -4.781941102280E-3
    9.869086908691E0  -4.775877132415E-3  -7.881661225931E-3  -4.775762680541E-3  -4.775794459179E-3  -4.775873721363E-3  -4.775877013448E-3  -4.775877132160E-3  -4.775877131998E-3  -4.775877132404E-3
    9.870187018702E0  -4.769820851790E-3  -7.880186378638E-3  -4.769699374079E-3  -4.769737957989E-3  -4.769817385815E-3  -4.769820722730E-3  -4.769820851791E-3  -4.769820851393E-3  -4.769820851790E-3
    9.871287128713E0  -4.763772250675E-3  -7.878681444900E-3  -4.763643636022E-3  -4.763689162218E-3  -4.763768734713E-3  -4.763772112178E-3  -4.763772250443E-3  -4.763772250350E-3  -4.763772250670E-3
    9.872387238724E0  -4.757731319334E-3  -7.877146480945E-3  -4.757595458835E-3  -4.757648062212E-3  -4.757727758435E-3  -4.757731172168E-3  -4.757731318471E-3  -4.757731319118E-3  -4.757731319317E-3
    9.873487348735E0  -4.751698048041E-3  -7.875581543001E-3  -4.751554834983E-3  -4.751614648313E-3  -4.751694447355E-3  -4.751697893073E-3  -4.751698046271E-3  -4.751698047943E-3  -4.751698048022E-3
    9.874587458746E0  -4.745672427086E-3  -7.873986687297E-3  -4.745521756930E-3  -4.745588910868E-3  -4.745668791850E-3  -4.745672265266E-3  -4.745672424240E-3  -4.745672427072E-3  -4.745672427075E-3
    9.875687568757E0  -4.739654446768E-3  -7.872361970059E-3  -4.739496217140E-3  -4.739570840220E-3  -4.739650782297E-3  -4.739654279121E-3  -4.739654442775E-3  -4.739654446755E-3  -4.739654446768E-3
    9.876787678768E0  -4.733644097401E-3  -7.870707447516E-3  -4.733478208079E-3  -4.733560426714E-3  -4.733640409070E-3  -4.733643925012E-3  -4.733644092273E-3  -4.733644097305E-3  -4.733644097395E-3
    9.877887788779E0  -4.727641369308E-3  -7.869023175897E-3  -4.727467722211E-3  -4.727557660694E-3  -4.727637662547E-3  -4.727641193312E-3  -4.727641363131E-3  -4.727641369096E-3  -4.727641369291E-3
    9.878987898790E0  -4.721646252827E-3  -7.867309211429E-3  -4.721464752001E-3  -4.721562532505E-3  -4.721642533103E-3  -4.721646074396E-3  -4.721646245745E-3  -4.721646252507E-3  -4.721646252808E-3
    9.880088008801E0  -4.715658738308E-3  -7.865565610340E-3  -4.715469289913E-3  -4.715575032492E-3  -4.715655011114E-3  -4.715658558637E-3  -4.715658730513E-3  -4.715658737916E-3  -4.715658738297E-3
    9.881188118812E0  -4.709678816112E-3  -7.863792428858E-3  -4.709481328413E-3  -4.709595150998E-3  -4.709675086957E-3  -4.709678636408E-3  -4.709678807832E-3  -4.709678815701E-3  -4.709678816111E-3
    9.882288228823E0  -4.703706476613E-3  -7.861989723211E-3  -4.703500859964E-3  -4.703622878369E-3  -4.703702751007E-3  -4.703706298084E-3  -4.703706468098E-3  -4.703706476239E-3  -4.703706476608E-3
    9.883388338834E0  -4.697741710197E-3  -7.860157549627E-3  -4.697527877032E-3  -4.697658204949E-3  -4.697737993641E-3  -4.697741534038E-3  -4.697741701709E-3  -4.697741709909E-3  -4.697741710180E-3
    9.884488448845E0  -4.691784507262E-3  -7.858295964334E-3  -4.691562372081E-3  -4.691701121082E-3  -4.691780805235E-3  -4.691784334644E-3  -4.691784499061E-3  -4.691784507088E-3  -4.691784507243E-3
    9.885588558856E0  -4.685834858219E-3  -7.856405023561E-3  -4.685604337576E-3  -4.685751617114E-3  -4.685831176165E-3  -4.685834690275E-3  -4.685834850550E-3  -4.685834858156E-3  -4.685834858208E-3
    9.886688668867E0  -4.679892753490E-3  -7.854484783535E-3  -4.679653765981E-3  -4.679809683388E-3  -4.679889096806E-3  -4.679892591306E-3  -4.679892746576E-3  -4.679892753488E-3  -4.679892753490E-3
    9.887788778878E0  -4.673958183510E-3  -7.852535300483E-3  -4.673710649761E-3  -4.673875310248E-3  -4.673954557535E-3  -4.673958028110E-3  -4.673958177533E-3  -4.673958183477E-3  -4.673958183505E-3
    9.888888888889E0  -4.668031138726E-3  -7.850556630635E-3  -4.667774981382E-3  -4.667948488041E-3  -4.668027548728E-3  -4.668030991060E-3  -4.668031133818E-3  -4.668031138595E-3  -4.668031138710E-3
    9.889988998900E0  -4.662111609596E-3  -7.848548830219E-3  -4.661846753306E-3  -4.662029207109E-3  -4.662108060762E-3  -4.662111470531E-3  -4.662111605830E-3  -4.662111609350E-3  -4.662111609577E-3
    9.891089108911E0  -4.656199586593E-3  -7.846511955461E-3  -4.655925958000E-3  -4.656117457798E-3  -4.656196084011E-3  -4.656199456896E-3  -4.656199583964E-3  -4.656199586249E-3  -4.656199586582E-3
    9.892189218922E0  -4.650295060198E-3  -7.844446062590E-3  -4.650012587928E-3  -4.650213230452E-3  -4.650291608853E-3  -4.650294940529E-3  -4.650295058618E-3  -4.650295059799E-3  -4.650295060197E-3
    9.893289328933E0  -4.644398020907E-3  -7.842351207835E-3  -4.644106635554E-3  -4.644316515415E-3  -4.644394625663E-3  -4.644397911804E-3  -4.644398020189E-3  -4.644398020507E-3  -4.644398020902E-3
    9.894389438944E0  -4.638508459227E-3  -7.840227447423E-3  -4.638208093343E-3  -4.638427303033E-3  -4.638505124818E-3  -4.638508361094E-3  -4.638508459073E-3  -4.638508458881E-3  -4.638508459211E-3
    9.895489548955E0  -4.632626365678E-3  -7.838074837582E-3  -4.632316953760E-3  -4.632545583649E-3  -4.632623096693E-3  -4.632626278773E-3  -4.632626365668E-3  -4.632626365429E-3  -4.632626365659E-3
    9.896589658966E0  -4.626751730790E-3  -7.835893434540E-3  -4.626433209270E-3  -4.626671347608E-3  -4.626748531665E-3  -4.626751655214E-3  -4.626751730457E-3  -4.626751730657E-3  -4.626751730780E-3
    9.897689768977E0  -4.620884545108E-3  -7.833683294526E-3  -4.620556852336E-3  -4.620804585254E-3  -4.620881420109E-3  -4.620884480793E-3  -4.620884544092E-3  -4.620884545073E-3  -4.620884545107E-3
    9.898789878988E0  -4.615024799186E-3  -7.831444473766E-3  -4.614687875425E-3  -4.614945286933E-3  -4.615021752402E-3  -4.615024745881E-3  -4.615024797243E-3  -4.615024799185E-3  -4.615024799181E-3
    9.899889988999E0  -4.609172483591E-3  -7.829177028490E-3  -4.608826271000E-3  -4.609093442988E-3  -4.609169518920E-3  -4.609172440853E-3  -4.609172480580E-3  -4.609172483532E-3  -4.609172483575E-3
    9.900990099010E0  -4.603327588904E-3  -7.826881014925E-3  -4.602972031526E-3  -4.603249043764E-3  -4.603324710039E-3  -4.603327556083E-3  -4.603327584774E-3  -4.603327588737E-3  -4.603327588885E-3
    9.902090209021E0  -4.597490105714E-3  -7.824556489299E-3  -4.597125149468E-3  -4.597412079606E-3  -4.597487316134E-3  -4.597490081944E-3  -4.597490100495E-3  -4.597490105435E-3  -4.597490105703E-3
    9.903190319032E0  -4.591660024624E-3  -7.822203507841E-3  -4.591285617290E-3  -4.591582540858E-3  -4.591657327583E-3  -4.591660008810E-3  -4.591660018413E-3  -4.591660024262E-3  -4.591660024624E-3
    9.904290429043E0  -4.585837336251E-3  -7.819822126777E-3  -4.585453427458E-3  -4.585760417865E-3  -4.585834734761E-3  -4.585837327055E-3  -4.585837329199E-3  -4.585837335851E-3  -4.585837336246E-3
    9.905390539054E0  -4.580022031221E-3  -7.817412402337E-3  -4.579628572435E-3  -4.579945700971E-3  -4.580019528044E-3  -4.580022027052E-3  -4.580022023523E-3  -4.580022030838E-3  -4.580022031205E-3
    9.906490649065E0  -4.574214100172E-3  -7.814974390748E-3  -4.573811044687E-3  -4.574138380520E-3  -4.574211697808E-3  -4.574214099176E-3  -4.574214092055E-3  -4.574214099859E-3  -4.574214100153E-3
    9.907590759076E0  -4.568413533755E-3  -7.812508148239E-3  -4.568000836678E-3  -4.568338446858E-3  -4.568411234430E-3  -4.568413533801E-3  -4.568413525466E-3  -4.568413533547E-3  -4.568413533744E-3
    9.908690869087E0  -4.562620322633E-3  -7.810013731036E-3  -4.562197940873E-3  -4.562545890328E-3  -4.562618128285E-3  -4.562620321484E-3  -4.562620314427E-3  -4.562620322537E-3  -4.562620322632E-3
    9.909790979098E0  -4.556834457480E-3  -7.807491195369E-3  -4.556402349737E-3  -4.556760701275E-3  -4.556832369750E-3  -4.556834453135E-3  -4.556834449607E-3  -4.556834457466E-3  -4.556834457475E-3
    9.910891089109E0  -4.551055928981E-3  -7.804940597465E-3  -4.550614055733E-3  -4.550982870044E-3  -4.551053949201E-3  -4.551055919706E-3  -4.551055921677E-3  -4.551055928970E-3  -4.551055928965E-3
    9.911991199120E0  -4.545284727836E-3  -7.802361993553E-3  -4.544833051327E-3  -4.545212386979E-3  -4.545282857013E-3  -4.545284712149E-3  -4.545284721308E-3  -4.545284727746E-3  -4.545284727817E-3
    9.913091309131E0  -4.539520844754E-3  -7.799755439859E-3  -4.539059328984E-3  -4.539449242425E-3  -4.539519083562E-3  -4.539520821413E-3  -4.539520839169E-3  -4.539520844552E-3  -4.539520844743E-3
    9.914191419142E0  -4.533764270455E-3  -7.797120992613E-3  -4.533292881168E-3  -4.533693426726E-3  -4.533762619226E-3  -4.533764238451E-3  -4.533764265931E-3  -4.533764270149E-3  -4.533764270454E-3
    9.915291529153E0  -4.528014995674E-3  -7.794458708042E-3  -4.527533700344E-3  -4.527944930227E-3  -4.528013454380E-3  -4.528014954213E-3  -4.528014992265E-3  -4.528014995298E-3  -4.528014995669E-3
